Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,Nouns_Spacy,Pronoun_Spacy,,
2015656,00:33:35.656,m,the baby draw are they in here?,1,drawer,,,,1,they,,,,,,,2,1,,
2016948,00:33:36.948,m,markers?,1,markers,,,,0,,,,,,,,1,0,,
2018240,00:33:38.240,m,hmm nope.,0,,,,,0,,,,,,,,1,0,,
2019226,00:33:39.226,m,no markers in there.,1,markers,,,,0,,,,,,,,1,0,,
2021810,00:33:41.810,m,there are some toothbrushes.,1,toothbrushes,,,,0,,,,,,,,1,1,,
2024462,00:33:44.462,m,you got one?,1,one,,,,1,you,,,,,,,0,1,,
2026264,00:33:46.264,m,you know what we'll do it xxx brushing our teeth tonight will do this one okay we'll do a new one.,3,teeth,one,one,,6,you,we,it,our,this,we,,4,6,,
2031636,00:33:51.636,m,you want to try this?,0,,,,,2,you,this,,,,,,0,2,,
2032554,00:33:52.554,m,let's see.,0,,,,,0,,,,,,,,0,1,,
2034458,00:33:54.458,m,let's see what's in here.,0,,,,,0,,,,,,,,0,2,,
2035580,00:33:55.580,m,let's see.,0,,,,,0,,,,,,,,0,1,,
2037586,00:33:57.586,m,oh.,0,,,,,0,,,,,,,,0,0,,
2039898,00:33:59.898,m,oh look.,0,,,,,0,,,,,,,,0,0,,
2041224,00:34:01.224,m,a little board.,1,board,,,,0,,,,,,,,1,0,,
2043366,00:34:03.366,m,huh.,0,,,,,0,,,,,,,,0,0,,
2044216,00:34:04.216,m,okay.,0,,,,,0,,,,,,,,0,0,,
2045202,00:34:05.202,m,not sure what this is but let's take it out.,0,,,,,2,this,it,,,,,,0,4,,
2049656,00:34:09.656,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
2051220,00:34:11.220,m,it's a baby bottle yeah.,1,babybottle,,,,1,it,,,,,,,2,1,,
2053770,00:34:13.770,m,that's a baby bottle.,1,babybottle,,,,1,that,,,,,,,2,1,,
2056592,00:34:16.592,m,these are for babies.,1,babies,,,,1,these,,,,,,,1,1,,
2059822,00:34:19.822,m,you want to see these you want to see these?,0,,,,,4,you,these,you,these,,,,0,4,,
2061284,00:34:21.284,m,okay.,0,,,,,0,,,,,,,,0,0,,
2061794,00:34:21.794,m,let's bring this out.,0,,,,,1,this,,,,,,,0,2,,
2062814,00:34:22.814,m,here let's just check the bottle and drop your markers hang on let's close this.,2,bottle,markers,,,2,your,this,,,,,,2,4,,
2067132,00:34:27.132,m,okay.,0,,,,,0,,,,,,,,0,0,,
2067506,00:34:27.506,m,markers nope.,1,markers,,,,0,,,,,,,,1,0,,
2068696,00:34:28.696,m,but I see diapers.,1,diapers,,,,1,i,,,,,,,1,1,,
2070464,00:34:30.464,m,okay.,0,,,,,0,,,,,,,,0,0,,
2071892,00:34:31.892,m,what is this?,0,,,,,1,this,,,,,,,0,2,,
2074170,00:34:34.170,m,what is this one?,1,one,,,,1,this,,,,,,,0,1,,
2076312,00:34:36.312,m,Mickey Mickey diapers yeah.,1,diapers,,,,0,,,,,,,,1,0,,
2079712,00:34:39.712,m,there are all sorts of things we find need when we look in drawers.,2,things,drawers,,,2,we,we,,,,,,4,3,,
2083078,00:34:43.78,m,okay.,0,,,,,0,,,,,,,,0,0,,
2083724,00:34:43.724,m,I don't see your markers in here but we can play with these if you want to.,1,markers,,,,5,i,your,we,these,you,,,1,5,,
2087940,00:34:47.940,m,Muffin Man?,1,muffinman,,,,0,,,,,,,,0,0,,
2090014,00:34:50.14,m,oh you want to do the Muffin Man book?,1,muffinmanbook,,,,0,,,,,,,,1,1,,
2091850,00:34:51.850,m,okay.,0,,,,,0,,,,,,,,0,0,,
2093686,00:34:53.686,m,this oh this is your chef book.,1,chefbook,,,,3,this,this,your,,,,,2,3,,
2096134,00:34:56.134,m,do you want to play in here?,0,,,,,1,you,,,,,,,0,1,,
2098684,00:34:58.684,m,huh?,0,,,,,0,,,,,,,,0,0,,
2099568,00:34:59.568,m,letters where do you want to do them?,1,letters,,,,1,you,,,,,,,1,2,,
2101744,00:35:01.744,m,do you want to do the letters on the floor or do you want to go outside?,3,letters,floor,outside,,2,you,you,,,,,,2,2,,
2104226,00:35:04.226,m,floor okay.,1,floor,,,,0,,,,,,,,1,0,,
2106232,00:35:06.232,m,we will be meeting in the other room.,1,room,,,,1,we,,,,,,,1,1,,
2107966,00:35:07.966,m,do you want to go on this floor or in the other room?,2,floor,room,,,2,you,this,,,,,,2,1,,
2110652,00:35:10.652,m,right here?,0,,,,,0,,,,,,,,0,0,,
2111876,00:35:11.876,m,okay.,0,,,,,0,,,,,,,,0,0,,
2112250,00:35:12.250,m,oh look at all these letters let's see.,1,letters,,,,0,,,,,,,,1,1,,
2114868,00:35:14.868,m,maybe we can put them on this board here I don't know if this is xxx oh do you know what we can try?,1,board,,,,7,we,them,this,i,this,you,we,1,7,,
2120138,00:35:20.138,m,you know what we can try?,0,,,,,2,you,we,,,,,,0,3,,
2122586,00:35:22.586,m,it's not going to stick.,0,,,,,1,it,,,,,,,0,1,,
2123674,00:35:23.674,m,you know what we can try.,0,,,,,2,you,we,,,,,,0,3,,
2126292,00:35:26.292,m,is maybe we can put them on our door.,1,door,,,,3,we,them,our,,,,,1,3,,
2129760,00:35:29.760,m,can you open it?,0,,,,,2,you,it,,,,,,0,2,,
2131630,00:35:31.630,m,let me see.,0,,,,,1,me,,,,,,,0,1,,
2132956,00:35:32.956,m,helpful.,0,,,,,0,,,,,,,,0,0,,
2134316,00:35:34.316,m,oh ah oh it's hard.,0,,,,,1,it,,,,,,,0,1,,
2136662,00:35:36.662,m,look at all these letters.,1,letters,,,,1,these,,,,,,,1,0,,
2138838,00:35:38.838,m,this is not a net oh.,1,net,,,,1,this,,,,,,,0,1,,
2140198,00:35:40.198,m,xxx.,0,,,,,0,,,,,,,,0,0,,
2141762,00:35:41.762,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2142068,00:35:42.68,m,okay.,0,,,,,0,,,,,,,,0,0,,
2142646,00:35:42.646,m,it's magnetic.,0,,,,,1,it,,,,,,,0,1,,
2145400,00:35:45.400,m,yeah look.,0,,,,,0,,,,,,,,1,0,,
2146896,00:35:46.896,m,it sticks.,0,,,,,1,it,,,,,,,0,1,,
2148358,00:35:48.358,m,we can spell some things.,1,things,,,,1,we,,,,,,,1,1,,
2158592,00:35:58.592,m,he's still here.,0,,,,,1,he,,,,,,,0,1,,
2160394,00:36:00.394,m,his name is Jake.,1,name,jake,,,1,his,,,,,,,1,1,,
2166786,00:36:06.786,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2167398,00:36:07.398,m,they're just watching.,0,,,,,1,they,,,,,,,0,1,,
2169268,00:36:09.268,m,are you spelling something?,0,,,,,1,you,,,,,,,0,2,,
2173586,00:36:13.586,m,can you spell Derin's name?,2,derrin,name,,,1,you,,,,,,,1,1,,
2174844,00:36:14.844,m,okay.,0,,,,,0,,,,,,,,0,0,,
2179638,00:36:19.638,m,d@.,0,,,,,0,,,,,,,,0,0,,
2182970,00:36:22.970,m,and e@.,0,,,,,0,,,,,,,,0,0,,
2183310,00:36:23.310,m,do you have any e@?,0,,,,,1,you,,,,,,,0,1,,
2187016,00:36:27.16,m,it's oh.,0,,,,,1,it,,,,,,,0,1,,
2187560,00:36:27.560,m,just put your hand.,1,hand,,,,1,your,,,,,,,1,1,,
2190110,00:36:30.110,m,and d@?,0,,,,,0,,,,,,,,0,0,,
2191776,00:36:31.776,m,mm.,0,,,,,0,,,,,,,,0,0,,
2194258,00:36:34.258,m,r@?,0,,,,,0,,,,,,,,0,0,,
2197284,00:36:37.284,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2198338,00:36:38.338,m,is that e@?,0,,,,,1,that,,,,,,,0,1,,
2199902,00:36:39.902,m,a@?,0,,,,,0,,,,,,,,0,0,,
2200990,00:36:40.990,m,you're right it's an owl yeah.,1,owl,,,,2,you,it,,,,,,1,2,,
2202860,00:36:42.860,m,owl starts with o@.,1,owl,,,,0,,,,,,,,2,0,,
2205002,00:36:45.2,m,how do you spell Derin d@ e@ r@.,1,derin,,,,1,you,,,,,,,0,1,,
2207076,00:36:47.76,m,i@.,0,,,,,0,,,,,,,,0,0,,
2208606,00:36:48.606,m,what comes after that?,0,,,,,1,that,,,,,,,0,2,,
2209660,00:36:49.660,m,d@ e@ r@ i@.,0,,,,,0,,,,,,,,0,0,,
2212244,00:36:52.244,m,n@.,0,,,,,0,,,,,,,,0,0,,
2215678,00:36:55.678,m,does it stick there?,0,,,,,1,it,,,,,,,0,1,,
2217378,00:36:57.378,m,it does?,0,,,,,1,it,,,,,,,0,1,,
2220030,00:37:00.30,m,oh here's the n@ okay.,0,,,,,0,,,,,,,,0,0,,
2221594,00:37:01.594,m,look.,0,,,,,0,,,,,,,,0,0,,
2222342,00:37:02.342,m,how do you spell Derin's name?,2,derin,name,,,1,you,,,,,,,1,1,,
2224144,00:37:04.144,m,d@ e@ r@ i@.,0,,,,,0,,,,,,,,0,0,,
2225912,00:37:05.912,m,n@.,0,,,,,0,,,,,,,,0,0,,
2226252,00:37:06.252,m,there's your name.,1,name,,,,1,your,,,,,,,1,2,,
2227068,00:37:07.68,m,d@ e@ r@ i@ n@.,0,,,,,0,,,,,,,,0,0,,
2228462,00:37:08.462,m,Derin.,1,derin,,,,0,,,,,,,,0,0,,
2230876,00:37:10.876,m,Derin spell something.,1,derin,,,,0,,,,,,,,0,1,,
2232882,00:37:12.882,m,let's see if it sticks that side.,1,side,,,,2,it,that,,,,,,1,2,,
2234242,00:37:14.242,m,does it stick?,0,,,,,1,it,,,,,,,0,1,,
2235466,00:37:15.466,m,yeah cool.,0,,,,,0,,,,,,,,0,0,,
2237812,00:37:17.812,m,very cool.,0,,,,,0,,,,,,,,0,0,,
2239104,00:37:19.104,m,you can move that on the fridge.,1,fridge,,,,2,you,that,,,,,,1,2,,
2243626,00:37:23.626,m,uhoh they're all stuck together.,0,,,,,1,they,,,,,,,0,1,,
2249576,00:37:29.576,m,hmm yeah?,0,,,,,0,,,,,,,,0,0,,
2250120,00:37:30.120,m,yeah?,0,,,,,0,,,,,,,,0,0,,
2253044,00:37:33.44,m,hmm?,0,,,,,0,,,,,,,,0,0,,
2255288,00:37:35.288,m,hmm.,0,,,,,0,,,,,,,,0,0,,
2256750,00:37:36.750,m,hmm?,0,,,,,0,,,,,,,,0,0,,
2260558,00:37:40.558,m,what does that say?,0,,,,,1,that,,,,,,,0,2,,
2263720,00:37:43.720,m,yeah?,0,,,,,0,,,,,,,,0,0,,
2264808,00:37:44.808,m,they're watching they're just watching.,0,,,,,2,they,they,,,,,,0,2,,
2267630,00:37:47.630,m,what are you saying?,0,,,,,1,you,,,,,,,0,2,,
2268752,00:37:48.752,m,watching?,0,,,,,0,,,,,,,,0,0,,
2269500,00:37:49.500,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2270860,00:37:50.860,m,they're just watching today.,0,,,,,1,they,,,,,,,1,1,,
2287010,00:38:07.10,m,you got it.,0,,,,,2,you,it,,,,,,0,2,,
2289526,00:38:09.526,m,hmm?,0,,,,,0,,,,,,,,0,0,,
2290546,00:38:10.546,m,throw?,0,,,,,0,,,,,,,,0,0,,
2291838,00:38:11.838,m,well xxx pour you can pour okay?,0,,,,,1,you,,,,,,,1,1,,
2297244,00:38:17.244,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2298842,00:38:18.842,m,you got them.,0,,,,,2,you,them,,,,,,0,2,,
2299964,00:38:19.964,m,you can try that one too.,1,one,,,,2,you,that,,,,,,1,1,,
2307240,00:38:27.240,m,got it?,0,,,,,1,it,,,,,,,0,1,,
2309008,00:38:29.8,m,alright that's all of them.,0,,,,,2,that,them,,,,,,0,3,,
2310538,00:38:30.538,m,thank you.,0,,,,,1,you,,,,,,,0,1,,
2314108,00:38:34.108,m,oh there are so many letters I wonder what we can do with them all.,1,letters,,,,3,i,we,them,,,,,1,6,,
2317950,00:38:37.950,m,what?,0,,,,,0,,,,,,,,0,1,,
2319276,00:38:39.276,m,yeah you can grab them all.,0,,,,,2,you,them,,,,,,0,3,,
2321418,00:38:41.418,m,look at how many.,0,,,,,0,,,,,,,,0,0,,
2323254,00:38:43.254,m,there's a lot of them right?,0,,,,,1,them,,,,,,,1,2,,
2325600,00:38:45.600,m,oh wow.,0,,,,,0,,,,,,,,0,0,,
2328456,00:38:48.456,m,whoah turn them over.,0,,,,,1,them,,,,,,,0,1,,
2330904,00:38:50.904,m,so many.,0,,,,,0,,,,,,,,0,0,,
2333284,00:38:53.284,m,that's a u@.,0,,,,,1,that,,,,,,,1,1,,
2335154,00:38:55.154,m,that's a u@.,0,,,,,1,that,,,,,,,1,1,,
2335868,00:38:55.868,m,let me see.,0,,,,,1,me,,,,,,,0,1,,
2336752,00:38:56.752,m,that's a u@.,0,,,,,1,that,,,,,,,1,1,,
2338554,00:38:58.554,m,or maybe an n@?,0,,,,,0,,,,,,,,0,0,,
2340492,00:39:00.492,m,or a u@.,0,,,,,0,,,,,,,,1,0,,
2344572,00:39:04.572,m,that was an x@.,0,,,,,1,that,,,,,,,1,1,,
2346408,00:39:06.408,m,can you say x@?,0,,,,,1,you,,,,,,,0,1,,
2348108,00:39:08.108,m,x@.,0,,,,,0,,,,,,,,0,0,,
2357254,00:39:17.254,m,x@.,0,,,,,0,,,,,,,,0,0,,
2359532,00:39:19.532,m,mmhm.,0,,,,,0,,,,,,,,1,0,,
2360178,00:39:20.178,m,very good.,0,,,,,0,,,,,,,,0,0,,
2366434,00:39:26.434,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2368678,00:39:28.678,m,it's a letter shower.,2,letter,shower,,,1,it,,,,,,,2,1,,
2373302,00:39:33.302,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2374016,00:39:34.16,m,uh.,0,,,,,0,,,,,,,,0,0,,
2374186,00:39:34.186,m,shower.,1,shower,,,,0,,,,,,,,1,0,,
2374594,00:39:34.594,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2375410,00:39:35.410,m,shower.,1,shower,,,,0,,,,,,,,1,0,,
2375886,00:39:35.886,m,bye.,0,,,,,0,,,,,,,,0,0,,
2377654,00:39:37.654,m,taking a letter shower.,2,letter,shower,,,,,,,,,,,2,0,,
2381666,00:39:41.666,m,taking a letter shower.,2,letter,shower,,,0,,,,,,,,2,0,,
2383604,00:39:43.604,m,you want to xxx all your letters?,1,letters,,,,2,you,your,,,,,,1,2,,
2385508,00:39:45.508,m,bye bye letters.,1,letters,,,,0,,,,,,,,1,0,,
2389180,00:39:49.180,m,you have some letters on your head.,2,letters,head,,,2,you,your,,,,,,2,2,,
2392274,00:39:52.274,m,look at all those colors.,1,colors,,,,1,those,,,,,,,1,0,,
2394314,00:39:54.314,m,hmm?,0,,,,,0,,,,,,,,0,0,,
2396014,00:39:56.14,m,are they sticking?,0,,,,,1,they,,,,,,,0,1,,
2396694,00:39:56.694,m,you know what it only sticks to this board or.,1,board,,,,3,you,it,this,,,,,1,3,,
2399958,00:39:59.958,m,it will also stick to the fridge.,1,fridge,,,,1,it,,,,,,,1,1,,
2403018,00:40:03.18,m,draw?,0,,,,,0,,,,,,,,0,0,,
2404038,00:40:04.38,m,you want to draw again?,0,,,,,1,you,,,,,,,0,1,,
2405296,00:40:05.296,m,you love to draw.,0,,,,,1,you,,,,,,,0,1,,
2406962,00:40:06.962,m,you can draw again if you want.,0,,,,,2,you,you,,,,,,0,2,,
2409104,00:40:09.104,m,yeah that's what we were looking for in the first place we couldn't find them.,0,,,,,4,that,we,we,them,,,,1,5,,
2412946,00:40:12.946,m,we couldn't find them.,0,,,,,2,we,them,,,,,,0,2,,
2416108,00:40:16.108,m,I don't know if we know where they those are.,0,,,,,4,i,we,they,those,,,,0,4,,
2419168,00:40:19.168,m,they're hiding.,0,,,,,1,they,,,,,,,0,1,,
2421854,00:40:21.854,m,yeah I know.,0,,,,,1,i,,,,,,,0,1,,
2422670,00:40:22.670,m,I don't know where they are.,0,,,,,2,i,they,,,,,,0,2,,
2431816,00:40:31.816,m,hear that?,0,,,,,1,that,,,,,,,0,1,,
2438582,00:40:38.582,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2440112,00:40:40.112,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
2450448,00:40:50.448,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2453236,00:40:53.236,m,doing the letters dance?,1,lettersdance,,,,0,,,,,,,,2,0,,
2455072,00:40:55.72,m,want to do the letters dance?,1,lettersdance,,,,0,,,,,,,,1,0,,
2456738,00:40:56.738,m,a@ b@ c@ d@ e@ f@ g@.,0,,,,,0,,,,,,,,0,0,,
2459322,00:40:59.322,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2460274,00:41:00.274,m,careful.,0,,,,,0,,,,,,,,0,0,,
2461498,00:41:01.498,m,h@ i@ j@ k@ l@ m@ n@ o@ p@.,0,,,,,0,,,,,,,,1,0,,
2466462,00:41:06.462,m,bye bye letters.,1,letters,,,,0,,,,,,,,1,0,,
2468366,00:41:08.366,m,see you.,0,,,,,1,you,,,,,,,0,1,,
2473194,00:41:13.194,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2474214,00:41:14.214,m,hey.,0,,,,,0,,,,,,,,0,0,,
2478702,00:41:18.702,m,hmm?,0,,,,,0,,,,,,,,0,0,,
2480572,00:41:20.572,m,you want to go in the potty?,1,potty,,,,1,you,,,,,,,1,1,,
2482340,00:41:22.340,m,oh.,0,,,,,0,,,,,,,,0,0,,
2483190,00:41:23.190,m,what are you doing?,0,,,,,1,you,,,,,,,0,2,,
2483938,00:41:23.938,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2484652,00:41:24.652,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2485298,00:41:25.298,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2485638,00:41:25.638,m,whoah.,0,,,,,0,,,,,,,,0,0,,
2486080,00:41:26.80,m,hey.,0,,,,,0,,,,,,,,0,0,,
2486318,00:41:26.318,m,no not on my face.,1,face,,,,1,my,,,,,,,1,1,,
2487236,00:41:27.236,m,no not on my oh.,0,,,,,1,my,,,,,,,0,1,,
2488494,00:41:28.494,m,no that hurts me.,0,,,,,2,that,me,,,,,,0,2,,
2489208,00:41:29.208,m,xxx.,0,,,,,0,,,,,,,,0,0,,
2489820,00:41:29.820,m,not on my face.,1,face,,,,1,my,,,,,,,1,1,,
2490874,00:41:30.874,m,no.,0,,,,,0,,,,,,,,0,0,,
2492098,00:41:32.98,m,[laugh],0,,,,,0,,,,,,,,0,0,,
2492608,00:41:32.608,m,no.,0,,,,,0,,,,,,,,0,0,,
2493220,00:41:33.220,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2494240,00:41:34.240,m,not on my face.,1,face,,,,1,my,,,,,,,1,1,,
2495022,00:41:35.22,m,no.,0,,,,,0,,,,,,,,0,0,,
2496076,00:41:36.76,m,eh.,0,,,,,0,,,,,,,,0,0,,
2496552,00:41:36.552,m,no.,0,,,,,0,,,,,,,,0,0,,
2496824,00:41:36.824,m,no.,0,,,,,0,,,,,,,,0,0,,
2497572,00:41:37.572,m,up where?,0,,,,,0,,,,,,,,0,0,,
2498932,00:41:38.932,m,upward.,0,,,,,0,,,,,,,,0,0,,
2499374,00:41:39.374,m,upward upward.,0,,,,,0,,,,,,,,0,0,,
2500734,00:41:40.734,m,uh.,0,,,,,0,,,,,,,,0,0,,
2501448,00:41:41.448,m,okay.,0,,,,,0,,,,,,,,0,0,,
2501924,00:41:41.924,m,no no not on my face.,1,face,,,,1,my,,,,,,,1,1,,
2503114,00:41:43.114,m,oh God no.,1,god,,,,0,,,,,,,,0,0,,
2503726,00:41:43.726,m,no no.,0,,,,,0,,,,,,,,0,0,,
2504270,00:41:44.270,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2504542,00:41:44.542,m,that hurts me no don't do that.,0,,,,,3,that,me,that,,,,,0,3,,
2506310,00:41:46.310,m,don't do that.,0,,,,,1,that,,,,,,,0,1,,
2506990,00:41:46.990,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2508486,00:41:48.486,m,mmm?,0,,,,,0,,,,,,,,0,0,,
2509642,00:41:49.642,m,what?,0,,,,,0,,,,,,,,0,1,,
2511002,00:41:51.2,m,what?,0,,,,,0,,,,,,,,0,1,,
2512464,00:41:52.464,m,what?,0,,,,,0,,,,,,,,0,1,,
2513824,00:41:53.824,m,Bubba?,1,bubba,,,,0,,,,,,,,0,0,,
2517054,00:41:57.54,m,Deeda?,1,deeda,,,,0,,,,,,,,0,0,,
2518380,00:41:58.380,m,she's coming back tomorrow morning.,1,morning,,,,1,she,,,,,,,2,1,,
2520216,00:42:00.216,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2521542,00:42:01.542,m,um.,0,,,,,0,,,,,,,,0,0,,
2523106,00:42:03.106,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2523242,00:42:03.242,m,she coming back tomorrow morning.,1,morning,,,,1,she,,,,,,,2,1,,
2525146,00:42:05.146,m,yeah do you need a tissue again?,1,tissue,,,,1,you,,,,,,,1,1,,
2527084,00:42:07.84,m,it's almost five o'clock.,0,,,,,1,it,,,,,,,1,1,,
2530076,00:42:10.76,m,what does that mean?,0,,,,,1,that,,,,,,,0,2,,
2531130,00:42:11.130,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2531912,00:42:11.912,m,what does that mean?,0,,,,,1,that,,,,,,,0,2,,
2533476,00:42:13.476,m,what does five o'clock mean?,0,,,,,0,,,,,,,,1,1,,
2536842,00:42:16.842,m,you want to go get your snowman?,1,snowman,,,,2,you,your,,,,,,1,2,,
2538168,00:42:18.168,m,okay.,0,,,,,0,,,,,,,,0,0,,
2539188,00:42:19.188,m,no go ahead.,0,,,,,0,,,,,,,,0,0,,
2540242,00:42:20.242,m,xxx get up.,0,,,,,0,,,,,,,,0,0,,
2541772,00:42:21.772,m,no.,0,,,,,0,,,,,,,,0,0,,
2542214,00:42:22.214,m,oh whoah whoah.,0,,,,,0,,,,,,,,0,0,,
2543166,00:42:23.166,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2545036,00:42:25.36,m,huh?,0,,,,,0,,,,,,,,0,0,,
2546702,00:42:26.702,m,what do you want?,0,,,,,1,you,,,,,,,0,2,,
2548708,00:42:28.708,m,hmm.,0,,,,,0,,,,,,,,0,0,,
2550748,00:42:30.748,m,you want to xxx snowman?,1,snowman,,,,1,you,,,,,,,1,1,,
2576588,00:42:56.588,m,pictures?,1,pictures,,,,0,,,,,,,,1,0,,
2577404,00:42:57.404,m,we'll take a look at pictures in a little bit I'm just seeing if um Bubba texted us.,2,pictures,bubba,,,3,we,i,us,,,,,3,3,,
2580668,00:43:00.668,m,do you want anything to eat or drink?,0,,,,,1,you,,,,,,,0,2,,
2582572,00:43:02.572,m,do you want a snack?,1,snack,,,,1,you,,,,,,,1,1,,
2584476,00:43:04.476,m,you know what before we do pictures before we before we watch anything we have to clean up okay?,1,pictures,,,,5,you,we,we,we,we,,,1,7,,
2590018,00:43:10.18,m,before that we got to clean up.,0,,,,,2,that,we,,,,,,0,2,,
2592024,00:43:12.24,m,we can look at pictures before six so clean up okay?,1,pictures,,,,1,we,,,,,,,1,1,,
2593962,00:43:13.962,m,let's clean up.,0,,,,,0,,,,,,,,0,1,,
2594846,00:43:14.846,m,let's clean up over here.,0,,,,,0,,,,,,,,0,1,,
2596376,00:43:16.376,m,yeah.,0,,,,,0,,,,,,,,0,0,,
2597464,00:43:17.464,m,xxx I'll xxx you it'll be so fast ready?,0,,,,,3,i,you,it,,,,,0,3,,
2599538,00:43:19.538,m,on your mark?,1,mark,,,,1,your,,,,,,,1,1,,
2600660,00:43:20.660,m,get set.,0,,,,,0,,,,,,,,0,0,,
2601918,00:43:21.918,m,go.,0,,,,,0,,,,,,,,0,0,,
2602496,00:43:22.496,m,go.,0,,,,,0,,,,,,,,0,0,,
2602598,00:43:22.598,m,go go go go go go go go go go.,0,,,,,0,,,,,,,,0,0,,
2604230,00:43:24.230,m,okay okay come xxx box xxx.,1,box,,,,0,,,,,,,,1,0,,
2607290,00:43:27.290,m,did you hurt your foot?,1,foot,,,,2,you,your,,,,,,1,2,,
2608650,00:43:28.650,m,oh.,0,,,,,0,,,,,,,,0,0,,
2609024,00:43:29.24,m,I'm sorry.,0,,,,,1,i,,,,,,,0,1,,
2611676,00:43:31.676,m,okay.,0,,,,,0,,,,,,,,0,0,,
2611914,00:43:31.914,m,let's clean up the Legos.,1,legos,,,,0,,,,,,,,1,1,,
2613138,00:43:33.138,m,should we leave out the Legos in case we want to do them later or should we clean them up?,1,legos,,,,5,we,we,them,we,them,,,1,5,,
2616606,00:43:36.606,m,xxx what?,0,,,,,0,,,,,,,,0,1,,
2617626,00:43:37.626,m,later?,0,,,,,0,,,,,,,,0,0,,
2618510,00:43:38.510,m,later?,0,,,,,0,,,,,,,,0,0,,
2618884,00:43:38.884,m,okay.,0,,,,,0,,,,,,,,0,0,,
2619326,00:43:39.326,m,let's just put them.,0,,,,,1,them,,,,,,,0,2,,
2620516,00:43:40.516,m,over here.,0,,,,,0,,,,,,,,0,0,,
2621094,00:43:41.94,m,come on help me clean up help me.,0,,,,,2,me,me,,,,,,0,2,,
2622658,00:43:42.658,m,help me quick quick quick quick quick quick quick.,0,,,,,1,me,,,,,,,0,1,,
2625174,00:43:45.174,m,quick quick quick quick.,0,,,,,0,,,,,,,,0,0,,
2627214,00:43:47.214,m,quick quick quick quick.,0,,,,,0,,,,,,,,0,0,,
2629254,00:43:49.254,m,did you hurt your foot let me see.,1,foot,,,,3,you,your,me,,,,,1,3,,
2632654,00:43:52.654,m,is that better?,0,,,,,1,that,,,,,,,0,1,,
2635034,00:43:55.34,m,you don't want to play Legos okay.,1,legos,,,,1,you,,,,,,,0,1,,
2639284,00:43:59.284,m,okay.,0,,,,,0,,,,,,,,0,0,,
2640338,00:44:00.338,m,oh.,0,,,,,0,,,,,,,,0,0,,
2640882,00:44:00.882,m,pardon.,0,,,,,0,,,,,,,,0,0,,
2641630,00:44:01.630,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2642412,00:44:02.412,m,excuse me.,0,,,,,1,me,,,,,,,0,1,,
2645540,00:44:05.540,m,this seems like we're messing it up more than cleaning up.,0,,,,,3,this,we,it,,,,,0,3,,
2649042,00:44:09.42,m,what do you think?,0,,,,,1,you,,,,,,,0,2,,
2652850,00:44:12.850,m,hmm.,0,,,,,0,,,,,,,,0,0,,
2654992,00:44:14.992,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2657338,00:44:17.338,m,are you just messing it up more?,0,,,,,2,you,it,,,,,,0,2,,
2658902,00:44:18.902,m,your xxx is back there.,0,,,,,1,your,,,,,,,0,1,,
2661486,00:44:21.486,m,his name is Jake.,2,name,jake,,,1,his,,,,,,,1,1,,
2663628,00:44:23.628,m,yeah he's there.,0,,,,,1,he,,,,,,,0,1,,
2665464,00:44:25.464,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2669782,00:44:29.782,m,[laugh].,0,,,,,0,,,,,,,,1,0,,
2676582,00:44:36.582,m,what does that say?,0,,,,,1,that,,,,,,,0,2,,
2680764,00:44:40.764,m,what does that say?,0,,,,,1,that,,,,,,,0,2,,
2683144,00:44:43.144,m,yeah?,0,,,,,0,,,,,,,,0,0,,
2684504,00:44:44.504,m,can you give it to me?,0,,,,,2,it,me,,,,,,0,3,,
2686272,00:44:46.272,m,okay give it to me alright?,0,,,,,2,it,me,,,,,,0,2,,
